n,T,method,mean_kernel_μs,std_kernel_μs,mean_total_μs,std_total_μs
29713,Float32,Forge v4,1.9788742065429688,0.160920276095999,42.6951,58.90521150203944
29713,Float32,Forge v8,2.6702880859375,0.15078914929239173,34.9825,41.69212038329971
29713,Float32,Forge v16,4.363059997558594,0.19628348406519047,46.1765,41.68737340477196
30266,Float32,CUDA,1.8358230590820312,0.160920276095999,29.5379,35.52947386935716
30266,Float32,Forge v1,1.9311904907226562,0.13533740334452313,33.348,39.2047535978313
30266,Float32,Forge v4,2.1219253540039062,0.2087581242968829,42.2978,58.68918270156587
30266,Float32,Forge v8,2.7179718017578125,0.16670367688658264,53.8039,55.35004755683995
30266,Float32,Forge v16,4.506111145019531,0.17592067417445703,100.4143,119.89185629191927
30830,Float32,CUDA,1.811981201171875,0.20105219905652233,35.7712,28.933174818306178
30830,Float32,Forge v1,1.8596649169921875,0.2462376496764766,43.488699999999994,44.93662516886049
30830,Float32,Forge v4,2.1696090698242188,0.2087581242968829,47.6418,58.88942326994439
30830,Float32,Forge v8,2.6226043701171875,0.19466795466607237,46.7329,45.656013228027014
30830,Float32,Forge v16,4.3392181396484375,0.1880671114317454,35.9372,39.607889987840665
31405,Float32,CUDA,1.7642974853515625,0.20105219905652233,29.260900000000003,36.84041361949613
